benchmark,seed,F_raw,F_SAEPS,F_block,H_red_exact,state_parameters,nominal_level,method,surrogate_coverage
Burgers,65,732.6923392031498,25.775751814487194,21.434367603656028,23.420992489465107,65,0.99,block,0.9929092905501462
Burgers,66,808.1265137849623,30.174403849012492,25.77204303747476,27.828056849069412,65,0.9,raw,0.2398099799266018
Burgers,66,808.1265137849623,30.174403849012492,25.77204303747476,27.828056849069412,65,0.9,SAEPS,0.8858033538616872
Burgers,66,808.1265137849623,30.174403849012492,25.77204303747476,27.828056849069412,65,0.9,block,0.9125871038243867
Burgers,66,808.1265137849623,30.174403849012492,25.77204303747476,27.828056849069412,65,0.95,raw,0.28392205510742685
Burgers,66,808.1265137849623,30.174403849012492,25.77204303747476,27.828056849069412,65,0.95,SAEPS,0.9401937304604244
Burgers,66,808.1265137849623,30.174403849012492,25.77204303747476,27.828056849069412,65,0.95,block,0.9583142632593471
Burgers,66,808.1265137849623,30.174403849012492,25.77204303747476,27.828056849069412,65,0.99,raw,0.3673427023847642
Burgers,66,808.1265137849623,30.174403849012492,25.77204303747476,27.828056849069412,65,0.99,SAEPS,0.986626131485896
Burgers,66,808.1265137849623,30.174403849012492,25.77204303747476,27.828056849069412,65,0.99,block,0.9925627484388151
Burgers,67,1365.0153813492877,32.960739826792405,38.27422814421993,34.406726554107536,65,0.9,raw,0.20601858962316322
Burgers,67,1365.0153813492877,32.960739826792405,38.27422814421993,34.406726554107536,65,0.9,SAEPS,0.9071489089217573
Burgers,67,1365.0153813492877,32.960739826792405,38.27422814421993,34.406726554107536,65,0.9,block,0.881130692195913
Burgers,67,1365.0153813492877,32.960739826792405,38.27422814421993,34.406726554107536,65,0.95,raw,0.24433039639934795
